"id1","id2","lat","lon","el"
3093,"NST",55.8666666666667,-128.966666666667,222
3094,"NST",55.8666666666667,-128.966666666667,221
3095,"NST",55.8666666666667,-128.966666666667,222
3096,"NST",55.85,-128.95,220
3097,"NST",55.8333333333333,-128.933333333333,210
3098,"NST",55.7,-128.75,256
3099,"NST",55.6666666666667,-128.716666666667,325
3100,"NST",55.6833333333333,-128.75,290
3101,"NST",55.7,-128.733333333333,282
3102,"NST",55.8,-128.85,205
3103,"NST",55.6666666666667,-128.7,280
3104,"NST",55.6666666666667,-128.7,290
3105,"NST",55.4,-128.166666666667,400
3106,"NST",55.3166666666667,-128.083333333333,410
3107,"NST",55.3333333333333,-127.816666666667,415
3108,"NST",55.3333333333333,-127.8,433
3109,"NST",54.9666666666667,-127.616666666667,914
3110,"NST",54.9666666666667,-127.616666666667,829
3111,"NST",54.95,-127.766666666667,774
3112,"NST",54.4666666666667,-127.766666666667,847
3113,"NST",54.9666666666667,-127.766666666667,762
3114,"NST",55.0166666666667,-127.733333333333,756
3115,"NST",55.0666666666667,-128.1,268
3116,"NST",55.05,-128.116666666667,308
3117,"NST",55.0333333333333,-128.266666666667,467
3118,"NST",55.0333333333333,-128.283333333333,335
3119,"NST",55.0333333333333,-128.3,359
3120,"NST",55.05,-128.283333333333,335
3121,"NST",55.0833333333333,-128.216666666667,622
3122,"NST",55.0833333333333,-128.2,457
3123,"NST",55.5166666666667,-128.933333333333,183
3124,"NST",55.5,-128.916666666667,168
3125,"NST",55.2333333333333,-129.05,171
3126,"NST",55.25,-129.033333333333,165
3127,"NST",55.55,-128.75,311
3128,"NST",55.5333333333333,-128.783333333333,506
3129,"NST",55.6166666666667,-128.7,329
3130,"NST",55.5666666666667,-128.75,274
3131,"NST",55.55,-128.483333333333,555
3132,"NST",55.7,-128.4,567
3133,"NST",55.1,-128.066666666667,317
3134,"NST",55.6,-128.616666666667,369
3135,"NST",55.5333333333333,-128.65,341
3136,"NST",55.5166666666667,-128.733333333333,372
3137,"NST",55.5,-128.733333333333,381
3138,"NST",55.1333333333333,-127.833333333333,433
3139,"NST",55.1833333333333,-127.8,454
3140,"NST",54.8166666666667,-127.05,569
3141,"NST",55.45,-128,575
3142,"NST",55.55,-128.15,397
3143,"NST",55.7166666666667,-128.1,520
3144,"NST",55.7166666666667,-128.1,575
3145,"NST",55.7166666666667,-128.1,575
3146,"NST",55.5666666666667,-127.533333333333,580
3147,"NST",55.6,-127.583333333333,640
3148,"NST",55.5833333333333,-127.633333333333,594
3149,"NST",55.7666666666667,-127.783333333333,335
3150,"NST",55.8,-127.8,365
3151,"NST",55.3666666666667,-127.8,790
3152,"TOA",NA,NA,0
3153,"CHL",53.0166666666667,-123.233333333333,983
3154,"CHL",53.0166666666667,-123.233333333333,983
3155,"MGR",54.8166666666667,-122.85,697
3156,"WK",49.1833333333333,-117.583333333333,998
3157,"WK",49.1833333333333,-117.583333333333,998
3158,"BSH",NA,NA,0
3159,"NCH",53.65,-122.966666666667,823
3160,"NCH",53.65,-122.966666666667,823
3161,"NST",55.6333333333333,-127.9,610
3162,"NST",55.6166666666667,-128.633333333333,305
3163,"999",NA,NA,0
3164,"999",NA,NA,0
3165,"TOA",NA,NA,0
3166,"BB",52,-121.2,991
3167,"BB",52,-121.2,991
3168,"BLK",54.1333333333333,-127.233333333333,937
3169,"BLK",54.1333333333333,-127.233333333333,937
3170,"BV",NA,NA,0
3171,"BV",NA,NA,0
